original order,Case Number,Year,Country,Activity,Sex,Age,Fatal,Species
5921,2015.07.27,2015,AUSTRALIA,Surfing,M,40,UNKNOWN,Unknown/Other
5920,2015.07.26.b,2015,USA,Surfing,M,25,N,Blacktip shark
5918,2015.07.25,2015,AUSTRALIA,Diving,M,46,Y,White shark
5917,2015.07.23.b,2015,USA,Fishing,M,31,N,Mako shark
5916,2015.07.23.a,2015,AUSTRALIA,Surfing,M,40,N,Bronze whaler shark
5915,2015.07.22,2015,REUNION,Surfing,M,45,N,Bull shark
5914,2015.07.19,2015,SOUTH AFRICA,Surfing,M,34,N,White shark
5913,2015.07-10,2015,USA,Surfing,M,38,N,White shark
5912,2015.07.08,2015,USA,Swimming,M,39,UNKNOWN,Unknown/Other
5910,2015.07.04.b,2015,BAHAMAS,Fishing,F,23,N,Unknown/Other
5909,2015.07.04.a,2015,USA,Other,M,32,N,Unknown/Other
5908,2015.07.03,2015,AUSTRALIA,Surfing,M,52,N,White shark
5907,2015.07.02,2015,AUSTRALIA,Surfing,M,32,N,White shark
5906,2015.07.01,2015,USA,Swimming,M,68,N,Unknown/Other
5905,2015.06.30.b,2015,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5904,2015.06.30.a,2015,USA,Swimming,M,12,N,Unknown/Other
5903,2015.06.27.b,2015,USA,Swimming,M,18,N,Bull shark
5902,2015.06.27.a,2015,SOUTH AFRICA,Surfing,M,19,N,White shark
5900,2015.06.26.b,2015,SOUTH AFRICA,Surfing,M,23,N,White shark
5899,2015.06.26.a,2015,USA,Swimming,M,43,N,Unknown/Other
5898,2015.06.25.R,2015,AUSTRALIA,Swimming,M,19,N,Wobbegong shark
5897,2015.06.25,2015,USA,Surfing,M,47,N,Unknown/Other
5896,2015.06.24.b,2015,USA,Swimming,M,6,N,Tiger shark
5895,2015.06.24.a,2015,AUSTRALIA,Surfing,F,37,N,White shark
5894,2015.06.23,2015,USA,Swimming,M,9,N,Unknown/Other
5893,2015.06.19,2015,PUERTO RICO,Fishing,M,36,N,Unknown/Other
5892,2015.06.17,2015,USA,Swimming,M,10,N,Unknown/Other
5891,2015.06.14.b,2015,USA,Swimming,M,16,N,Bull shark
5890,2015.06.14.a,2015,USA,Swimming,F,12,N,Bull shark
5889,2015.06.13,2015,USA,Other,F,0,N,Mako shark
5888,2015.06.11,2015,USA,Surfing,F,13,N,Unknown/Other
5887,2015.06.07,2015,USA,Swimming,M,11,N,Bull shark
5886,2015.06.05,2015,USA,Other,F,17,N,Nurse shark
5885,2015.06.01,2015,REUNION,Surfing,M,47,N,Bull shark
5884,2015.05.29.b,2015,USA,Swimming,F,14,N,Unknown/Other
5883,2015.05.29.a,2015,USA,Swimming,F,19,N,Unknown/Other
5882,2015.05.25,2015,FRENCH POLYNESIA,Fishing,M,19,N,Unknown/Other
5881,2015.05.24,2015,USA,Swimming,F,13,N,Unknown/Other
5880,2015.05.20,2015,USA,Surfing,M,18,N,Unknown/Other
5879,2015.05.15,2015,USA,Other,M,30,N,Unknown/Other
5878,2015.05.09,2015,NEW CALEDONIA,Swimming,M,50,Y,Bull shark
5877,2015.05.07,2015,USA,Swimming,M,0,N,Unknown/Other
5876,2015.05.03,2015,AUSTRALIA,Surfing,M,0,N,White shark
5875,2015.05.02,2015,SOUTH AFRICA,Diving,M,29,N,White shark
5874,2015.04.29,2015,USA,Swimming,F,65,Y,Unknown/Other
5873,2015.04.26,2015,USA,Swimming,M,63,N,Unknown/Other
5872,2015.04.25,2015,AUSTRALIA,Surfing,M,26,N,White shark
5871,2015.04.24.c,2015,AUSTRALIA,Surfing,M,71,N,White shark
5870,2015.04.13,2015,USA,Other,M,48,N,Blue shark
5869,2015.04.12,2015,REUNION,Surfing,M,13,Y,Bull shark
5868,2015.04.11,2015,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5867,2015.04.03,2015,USA,Fishing,M,70,N,Bull shark
5866,2015.03.29,2015,ITALY,Diving,M,43,UNKNOWN,Unknown/Other
5864,2015.03.26,2015,SOUTH AFRICA,Fishing,M,36,N,White shark
5863,2015.03.21,2015,EGYPT,Swimming,M,52,Y,Mako shark
5862,2015.03.18,2015,USA,Swimming,M,58,N,Tiger shark
5861,2015.03.16,2015,FRENCH POLYNESIA,Other,M,9,N,Blacktip shark
5860,2015.03.11,2015,AUSTRALIA,Fishing,M,0,N,Unknown/Other
5859,2015.03.10,2015,MEXICO,Fishing,M,36,N,Unknown/Other
5858,2015.03.07,2015,FRENCH POLYNESIA,Other,M,0,N,Reef shark
5857,2015.02.15,2015,ATLANTIC OCEAN,Kayaking,Unknown,0,N,White shark
5856,2015.02.14,2015,REUNION,Swimming,F,22,Y,Tiger shark
5855,2015.02.09,2015,AUSTRALIA,Surfing,M,41,Y,Unknown/Other
5854,2015.02.08,2015,AUSTRALIA,Surfing,M,35,N,Unknown/Other
5853,2015.02.05,2015,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5852,2015.01.30,2015,AUSTRALIA,Kayaking,M,57,N,Bull shark
5851,2015.01.27,2015,USA,Fishing,M,20,N,Unknown/Other
5850,2015.01.24,2015,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5849,2015.01.23,2015,SOUTH AFRICA,Swimming,M,24,N,Unknown/Other
5848,2015.01.19.b,2015,USA,Fishing,M,0,N,White shark
5846,2015.01.17,2015,AUSTRALIA,Fishing,M,0,N,Unknown/Other
5845,2015.01.16,2015,AUSTRALIA,Other,M,17,N,Unknown/Other
5843,2015.01.06,2015,BAHAMAS,Swimming,F,34,N,White shark
5842,2015.01.03,2015,SOUTH AFRICA,Surfing,M,15,N,Raggedtooth shark
5841,2015.01.01,2015,USA,Other,M,12,N,Unknown/Other
5840,2014.12.29.b,2014,AUSTRALIA,Surfing,Unknown,0,N,Unknown/Other
5839,2014.12.29.a,2014,AUSTRALIA,Fishing,M,17,Y,White shark
5838,2014.12.28.d,2014,GREECE,Other,Unknown,0,N,Unknown/Other
5836,2014.12.28.b,2014,USA,Surfing,M,50,N,White shark
5835,2014.12.28.a,2014,AUSTRALIA,Fishing,M,40,N,Unknown/Other
5834,2014.12.23.R,2014,JAPAN,Diving,M,0,N,Unknown/Other
5833,2014.12.15,2014,AUSTRALIA,Fishing,M,17,Y,Tiger shark
5832,2014.12.03.R,2014,SPAIN,Fishing,M,0,N,Unknown/Other
5831,2014.11.29,2014,AUSTRALIA,Surfing,M,13,N,Unknown/Other
5830,2014.11.20,2014,MAURITIUS,Fishing,M,39,Y,Unknown/Other
5829,2014.11.19,2014,AUSTRALIA,Fishing,M,0,N,White shark
5828,2014.11.17,2014,USA,Other,Unknown,0,N,White shark
5827,2014.11.16,2014,USA,Surfing,M,44,N,Unknown/Other
5826,2014.11.13,2014,USA,Swimming,M,53,N,Unknown/Other
5825,2014.11.10,2014,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5824,2014.11.08,2014,USA,Surfing,M,18,N,Unknown/Other
5823,2014.10.31,2014,USA,Surfing,F,34,N,Tiger shark
5822,2014.10.30,2014,AUSTRALIA,Surfing,M,20,N,Unknown/Other
5821,2014.10.22,2014,USA,Surfing,F,0,N,Tiger shark
5820,2014.10.20,2014,USA,Surfing,M,0,N,Unknown/Other
5819,2014.10.19,2014,USA,Kayaking,F,0,N,Unknown/Other
5818,2014.10.18,2014,USA,Surfing,M,0,N,Unknown/Other
5817,2014.10.17,2014,AUSTRALIA,Surfing,F,13,N,Unknown/Other
5816,2014.10.14,2014,USA,Swimming,F,7,N,Bull shark
5815,2014.10.12,2014,USA,Surfing,F,0,N,Unknown/Other
5814,2014.10.11,2014,AUSTRALIA,Kayaking,M,0,N,Unknown/Other
5813,2014.10.05.b,2014,USA,Surfing,M,29,N,Blacktip shark
5812,2014.10.07,2014,USA,Fishing,F,40,N,Unknown/Other
5811,2014.10.05.a,2014,USA,Surfing,M,15,N,Blacktip shark
5810,2014.10.03.b,2014,USA,Kayaking,M,0,N,White shark
5809,2014.10.03.a,2014,USA,Kayaking,M,0,N,White shark
5808,2014.10.02.b,2014,USA,Surfing,M,28,N,Unknown/Other
5807,2014.10.02.a,2014,AUSTRALIA,Surfing,M,23,N,White shark
5806,2014.09.21,2014,USA,Surfing,M,0,N,Unknown/Other
5805,2014.09.13.R,2014,FRENCH POLYNESIA,Other,F,36,N,Blacktip shark
5803,2014.09.09,2014,AUSTRALIA,Swimming,M,50,Y,Unknown/Other
5802,2014.09.06,2014,USA,Fishing,M,43,N,Bull shark
5801,2014.09.03,2014,USA,Kayaking,F,20,N,White shark
5800,2014.09.02,2014,USA,Fishing,M,52,N,Unknown/Other
5799,2014.09.00,2014,SPAIN,Swimming,M,16,N,Unknown/Other
5798,2014.08.31,2014,USA,Surfing,F,13,N,Spinner shark
5797,2014.08.29.b,2014,USA,Surfing,M,17,N,Spinner shark
5795,2014.08.28,2014,USA,Fishing,M,33,N,Unknown/Other
5794,2014.08.27.c,2014,SPAIN,Swimming,F,30,N,Unknown/Other
5793,2014.08.27.b,2014,USA,Surfing,M,29,N,Unknown/Other
5792,2014.08.27.a,2014,USA,Swimming,F,0,N,Unknown/Other
5791,2014.08.25,2014,USA,Fishing,M,0,N,Bull shark
5790,2014.08.24,2014,USA,Surfing,Unknown,0,N,Unknown/Other
5789,2014.08.16,2014,AUSTRALIA,Fishing,M,31,N,Reef shark
5788,2014.08.12,2014,USA,Swimming,M,0,N,Bull shark
5787,2014.08.10,2014,USA,Other,M,26,N,Unknown/Other
5786,2014.08.09.R,2014,BAHAMAS,Fishing,M,0,N,Bull shark
5785,2014.08.09,2014,USA,Swimming,F,10,N,Unknown/Other
5784,2014.08.08,2014,USA,Swimming,M,7,N,Bull shark
5783,2014.08.06,2014,USA,Surfing,M,10,N,Unknown/Other
5782,2014.08.05,2014,USA,Swimming,F,45,N,Unknown/Other
5781,2014.08.02,2014,USA,Surfing,M,50,N,Unknown/Other
5779,2014.08.01,2014,SOUTH AFRICA,Surfing,M,20,N,White shark
5777,2014.07.27,2014,USA,Swimming,M,15,N,Tiger shark
5776,2014.07.22,2014,REUNION,Surfing,M,51,N,Unknown/Other
5775,2014.07.21,2014,USA,Swimming,M,8,N,Unknown/Other
5774,2014.07.20,2014,SPAIN,Swimming,Unknown,0,N,Angel shark
5773,2014.07.16,2014,USA,Swimming,M,61,N,Unknown/Other
5772,2014.07.14,2014,USA,Swimming,M,39,N,Unknown/Other
5770,2014.07.12,2014,USA,Surfing,M,0,N,Unknown/Other
5769,2014.07.09,2014,USA,Surfing,M,14,N,Unknown/Other
5768,2014.07.05.b,2014,USA,Swimming,M,0,N,White shark
5767,2014.07.05.a,2014,USA,Surfing,M,0,N,Unknown/Other
5766,2014.07.03,2014,USA,Surfing,M,19,N,Unknown/Other
5765,2014.06.27.R,2014,ST. MARTIN,Kayaking,M,48,N,White shark
5764,2014.06.25,2014,BAHAMAS,Fishing,M,42,N,Reef shark
5763,2014.06.18.b,2014,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5762,2014.06.18.a,2014,AUSTRALIA,Surfing,M,15,N,Unknown/Other
5761,2014.06.17.R,2014,AUSTRALIA,Other,M,0,N,Lemon shark
5760,2014.06.09.c,2014,BRAZIL,Fishing,M,43,N,Unknown/Other
5759,2014.06.09.b,2014,USA,Swimming,M,16,N,Unknown/Other
5758,2014.06.09.a,2014,AUSTRALIA,Surfing,M,39,N,Bronze whaler shark
5757,2014.06.08,2014,JAPAN,Surfing,M,43,N,Unknown/Other
5756,2014.06.07,2014,USA,Other,F,14,N,Unknown/Other
5755,2014.06.01.c,2014,USA,Swimming,F,22,N,Bull shark
5754,2014.06.01.b,2014,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5753,2014.06.01.a,2014,USA,Other,F,37,N,Reef shark
5752,2014.05.27.R,2014,AUSTRALIA,Other,F,29,N,Bull shark
5751,2014.05.23,2014,FRANCE,Diving,M,0,N,Unknown/Other
5750,2014.05.22,2014,AUSTRALIA,Other,M,10,N,Nurse shark
5749,2014.05.15,2014,USA,Surfing,F,38,N,Unknown/Other
5748,2014.05.14,2014,AUSTRALIA,Surfing,M,35,N,White shark
5747,2014.05.13,2014,USA,Swimming,F,44,N,Unknown/Other
5744,2014.05.06,2014,USA,Swimming,F,40,N,Unknown/Other
5743,2014.05.04,2014,SOUTH AFRICA,Diving,Unknown,0,N,Unknown/Other
5742,2014.05.01,2014,USA,Surfing,M,23,N,Unknown/Other
5741,2014.04.24,2014,AUSTRALIA,Fishing,M,0,N,Reef shark
5740,2014.04.22,2014,USA,Swimming,M,42,N,Unknown/Other
5739,2014.04.15,2014,USA,Swimming,M,25,N,Unknown/Other
5738,2014.04.12.R,2014,SOUTH AFRICA,Other,Unknown,0,N,White shark
5737,2014.04.12,2014,SOUTH AFRICA,Fishing,M,0,N,Raggedtooth shark
5736,2014.04.04.b,2014,USA,Surfing,M,15,N,Unknown/Other
5735,2014.04.04.a,2014,USA,Surfing,M,15,N,Unknown/Other
5734,2014.04.03,2014,AUSTRALIA,Swimming,F,63,Y,White shark
5732,2014.03.22.b,2014,SOUTH AFRICA,Swimming,M,66,Y,Unknown/Other
5731,2014.03.22.a,2014,USA,Surfing,M,0,N,Unknown/Other
5730,2014.03.21,2014,USA,Surfing,M,9,N,Unknown/Other
5729,2014.03.18.c,2014,NEW CALEDONIA,Surfing,M,42,N,Unknown/Other
5728,2014.03.18.b,2014,AUSTRALIA,Surfing,M,42,N,Unknown/Other
5726,2014.03.12,2014,AUSTRALIA,Swimming,M,0,N,Wobbegong shark
5725,2014.03.13,2014,CAYMAN ISLANDS,Diving,M,0,UNKNOWN,Unknown/Other
5724,2014.03.02,2014,USA,Surfing,M,21,N,Spinner shark
5723,2014.02.20,2014,FRENCH POLYNESIA,Surfing,M,21,N,Reef shark
5722,2014.02.17,2014,PAPUA NEW GUINEA,Sailing,M,21,N,Unknown/Other
5721,2014.02.08,2014,AUSTRALIA,Diving,M,28,Y,Unknown/Other
5720,2014.02.07.b,2014,TRINIDAD & TOBAGO,Fishing,M,0,N,Unknown/Other
5719,2014.02.07,2014,NEW ZEALAND,Surfing,M,28,N,Unknown/Other
5718,2014.01.26,2014,AUSTRALIA,Fishing,M,0,N,Unknown/Other
5717,2014.01.25,2014,NEW ZEALAND,Fishing,M,24,N,Unknown/Other
5716,2014.01.04,2014,JAPAN,Shipwreck,M,31,N,Unknown/Other
5715,2014.00.00.b,2014,USA,Diving,M,0,N,White shark
5714,2014.00.00,2014,NEW ZEALAND,Other,Unknown,0,N,White shark
5713,2013.12.25,2013,NEW CALEDONIA,Swimming,M,37,N,Bull shark
5712,2013.12.16,2013,SOUTH AFRICA,Surfing,M,19,N,White shark
5711,2013.12.13,2013,KIRIBATI,Fishing,M,35,N,Unknown/Other
5710,2013.12.11,2013,USA,Surfing,M,29,N,Tiger shark
5709,2013.12.10,2013,USA,Surfing,M,30,N,Unknown/Other
5708,2013.12.05,2013,AUSTRALIA,Surfing,M,26,N,Wobbegong shark
5707,2013.12.02,2013,USA,Fishing,M,57,Y,Unknown/Other
5706,2013.11.30,2013,AUSTRALIA,Surfing,M,19,Y,Tiger shark
5705,2013.11.29,2013,USA,Swimming,F,58,N,Unknown/Other
5704,2013.11.23.a,2013,AUSTRALIA,Surfing,M,35,Y,White shark
5703,2013.11.22,2013,USA,Surfing,M,25,N,White shark
5702,2013.11.12,2013,AUSTRALIA,Surfing,M,0,N,White shark
5701,2013.11.10,2013,BAHAMAS,Fishing,M,77,N,Unknown/Other
5700,2013.11.07.b,2013,USA,Surfing,M,16,N,Unknown/Other
5699,2013.11.07.a,2013,USA,Surfing,M,0,N,Unknown/Other
5698,2013.10.31,2013,USA,Sailing,M,46,N,Tiger shark
5697,2013.10.28,2013,AUSTRALIA,Swimming,F,60,N,Blacktip shark
5696,2013.10.26.b,2013,REUNION,Surfing,M,24,N,Bull shark
5695,2013.10.26.a,2013,AUSTRALIA,Diving,M,0,N,White shark
5694,2013.10.24,2013,AUSTRALIA,Surfing,M,41,N,Wobbegong shark
5693,2013.10.23,2013,USA,Diving,M,45,N,White shark
5692,2013.10.20,2013,USA,Surfing,M,25,N,Tiger shark
5691,2013.10.19,2013,USA,Swimming,M,6,N,Nurse shark
5690,2013.10.11,2013,SOUTH AFRICA,Swimming,M,74,Y,White shark
5689,2013.10.08,2013,AUSTRALIA,Diving,M,55,N,White shark
5688,2013.10.05,2013,USA,Surfing,M,45,N,White shark
5686,2013.09.29.b,2013,USA,Surfing,M,50,N,Unknown/Other
5685,2013.09.29.a,2013,ISRAEL,Diving,M,27,N,Unknown/Other
5684,2013.09.25,2013,USA,Swimming,M,7,N,Unknown/Other
5683,2013.09.21.b,2013,USA,Swimming,M,45,N,Unknown/Other
5682,2013.09.21.a,2013,USA,Surfing,M,0,N,Unknown/Other
5681,2013.09.14,2013,USA,Swimming,M,21,N,Bull shark
5680,2013.09.12,2013,USA,Surfing,F,13,N,Unknown/Other
5679,2013.09.08,2013,USA,Other,F,0,UNKNOWN,Unknown/Other
5678,2013.09.07.b,2013,USA,Surfing,M,43,N,Unknown/Other
5677,2013.09.07.a,2013,USA,Swimming,M,25,N,Unknown/Other
5676,2013.09.02,2013,USA,Swimming,M,17,N,Unknown/Other
5675,2013.09.01.c,2013,USA,Other,M,3,N,Nurse shark
5674,2013.09.01.b,2013,BAHAMAS,Other,M,0,N,Unknown/Other
5673,2013.09.01.a,2013,USA,Fishing,M,9,N,Unknown/Other
5672,2013.08.31.b,2013,BAHAMAS,Fishing,M,0,N,Blacktip shark
5671,2013.08.31.a,2013,USA,Swimming,M,0,N,Unknown/Other
5669,2013.08.26,2013,FRANCE,Fishing,M,50,N,Mako shark
5668,2013.08.25.b,2013,USA,Surfing,F,11,N,Unknown/Other
5667,2013.08.25,2013,AUSTRALIA,Other,M,0,N,Unknown/Other
5666,2013.08.18,2013,USA,Surfing,M,16,N,Unknown/Other
5665,2013.08.17,2013,USA,Surfing,F,0,N,White shark
5664,2013.08.14,2013,USA,Swimming,F,20,Y,Tiger shark
5663,2013.08.13,2013,USA,Sailing,F,19,N,Unknown/Other
5662,2013.08.11,2013,USA,Surfing,M,10,N,Bull shark
5661,2013.08.08.R,2013,SOUTH AFRICA,Other,M,0,N,Blacktip shark
5660,2013.08.05,2013,USA,Fishing,M,17,N,Bull shark
5659,2013.07.31,2013,USA,Swimming,F,56,N,Unknown/Other
5658,2013.07.30,2013,USA,Swimming,M,32,N,Unknown/Other
5657,2013.07.29.c,2013,BAHAMAS,Fishing,M,40,N,Unknown/Other
5656,2013.07.29.b,2013,MEXICO,Swimming,F,0,N,Unknown/Other
5655,2013.07.29.a,2013,USA,Surfing,M,18,N,Tiger shark
5654,2013.07.28.b,2013,BAHAMAS,Other,M,64,N,Nurse shark
5653,2013.07.28.a,2013,BAHAMAS,Diving,M,50,N,Unknown/Other
5652,2013.07.22,2013,BRAZIL,Swimming,F,18,Y,Unknown/Other
5651,2013.07.19,2013,USA,Swimming,F,50,N,Unknown/Other
5650,2013.07.17.R,2013,USA,Swimming,M,15,N,Unknown/Other
5649,2013.07.15,2013,REUNION,Swimming,F,15,Y,Unknown/Other
5648,2013.07.14,2013,UNKNOWN,Swimming,M,33,Y,Unknown/Other
5647,2013.07.11,2013,USA,Swimming,F,63,N,Unknown/Other
5645,2013.07.02,2013,AUSTRALIA,Surfing,M,29,N,Unknown/Other
5644,2013.06.30,2013,TAIWAN,Fishing,M,0,N,Unknown/Other
5642,2013.06.25.c,2013,USA,Fishing,M,0,N,White shark
5641,2013.06.25.b,2013,USA,Swimming,M,0,N,Bull shark
5640,2013.06.25.a,2013,USA,Swimming,M,14,N,Unknown/Other
5639,2013.06.18,2013,USA,Swimming,M,28,N,Tiger shark
5638,2013.06.17,2013,USA,Swimming,M,15,N,Unknown/Other
5637,2013.06.16,2013,SOUTH AFRICA,Surfing,M,0,N,Unknown/Other
5636,2013.06.15,2013,USA,Surfing,F,0,N,Unknown/Other
5635,2013.06.14.R,2013,USA,Surfing,F,10,N,Unknown/Other
5634,2013.06.06.b,2013,USA,Fishing,M,58,N,Lemon shark
5633,2013.06.06.a,2013,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5632,2013.05.27.b,2013,USA,Diving,M,32,N,Galapagos shark
5631,2013.05.27.a,2013,USA,Swimming,M,11,N,Unknown/Other
5630,2013.05.23.b,2013,BRAZIL,Other,M,41,Y,Unknown/Other
5629,2013.05.23.a,2013,PALESTINIAN TERRITORIES,Fishing,M,30,N,Unknown/Other
5628,2013.05.14,2013,ECUADOR,Surfing,M,29,N,Galapagos shark
5627,2013.05.08.b,2013,USA,Surfing,M,42,UNKNOWN,Unknown/Other
5626,2013.05.08.a,2013,REUNION,Surfing,M,36,Y,Bull shark
5625,2013.05.04.a,2013,USA,Surfing,M,16,N,Unknown/Other
5624,2013.04.28,2013,AUSTRALIA,Fishing,M,0,N,Unknown/Other
5623,2013.04.24,2013,MEXICO,Swimming,F,34,N,Tiger shark
5622,2013.04.21,2013,AUSTRALIA,Fishing,M,51,N,Nurse shark
5621,2013.04.17,2013,USA,Swimming,M,9,N,Unknown/Other
5620,2013.04.14,2013,SOUTH AFRICA,Diving,M,0,N,Blue shark
5619,2013.04.13.b,2013,USA,Surfing,M,21,N,Bull shark
5618,2013.04.13.a,2013,GUAM,Other,M,40,Y,Unknown/Other
5617,2013.04.10,2013,FRENCH POLYNESIA,Surfing,M,53,N,Blacktip shark
5616,2013.04.04,2013,USA,Swimming,M,50,N,Unknown/Other
5614,2013.04.02.a,2013,USA,Surfing,M,58,N,Unknown/Other
5612,2013.03.29,2013,SEYCHELLES,Diving,M,34,N,Unknown/Other
5611,2013.03.21.R,2013,BELIZE,Swimming,F,0,N,Nurse shark
5610,2013.03.21,2013,BAHAMAS,Fishing,M,50,N,Unknown/Other
5609,2013.03.16.b,2013,SOUTH AFRICA,Fishing,M,30,N,Raggedtooth shark
5608,2013.03.16.a,2013,SOUTH AFRICA,Surfing,M,0,N,Unknown/Other
5607,2013.03.12,2013,JAMAICA,Fishing,M,68,Y,Tiger shark
5606,2013.03.10.b,2013,AUSTRALIA,Fishing,M,28,N,Bronze whaler shark
5605,2013.03.10.a,2013,PHILIPPINES,Swimming,M,28,N,Unknown/Other
5604,2013.03.03,2013,SOUTH AFRICA,Swimming,M,39,N,Unknown/Other
5603,2013.02.27,2013,NEW ZEALAND,Swimming,M,46,Y,White shark
5602,2013.02.21.b,2013,USA,Surfing,Unknown,0,N,Reef shark
5601,2013.02.21.a,2013,USA,Surfing,M,0,N,Reef shark
5600,2013.02.10,2013,USA,Surfing,M,16,N,Blacktip shark
5599,2013.02.09,2013,FRENCH POLYNESIA,Diving,M,48,N,Lemon shark
5598,2013.02.01,2013,JAMAICA,Other,M,18,N,Unknown/Other
5597,2013.01.26,2013,AUSTRALIA,Fishing,M,0,N,White shark
5596,2013.01.25,2013,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5595,2013.01.21.R,2013,AUSTRALIA,Other,M,62,UNKNOWN,Unknown/Other
5594,2013.01.16,2013,USA,Surfing,M,43,N,Tiger shark
5593,2013.01.13,2013,NEW ZEALAND,Fishing,M,0,N,Bronze whaler shark
5592,2013.01.05,2013,AUSTRALIA,Diving,M,26,N,Unknown/Other
5591,2012.12.31,2012,USA,Swimming,M,0,N,Unknown/Other
5590,2012.12.30,2012,AUSTRALIA,Surfing,M,23,N,Unknown/Other
5589,2012.12.28,2012,AUSTRALIA,Surfing,M,29,N,Bull shark
5588,2012.12.25,2012,SOUTH AFRICA,Swimming,M,20,Y,Tiger shark
5587,2012.12.19,2012,AUSTRALIA,Surfing,M,32,N,Tiger shark
5586,2012.12.05,2012,USA,Surfing,M,60,N,Unknown/Other
5585,2012.12.02,2012,AUSTRALIA,Fishing,M,31,N,Tiger shark
5584,2012.12.00,2012,NEW ZEALAND,Diving,F,25,N,Sevengill shark
5583,2012.11.30,2012,USA,Swimming,M,61,N,Tiger shark
5581,2012.11.22,2012,MEXICO,Swimming,M,32,Y,Unknown/Other
5580,2012.11.19,2012,USA,Surfing,M,14,N,Unknown/Other
5579,2012.11.04.b,2012,USA,Diving,M,30,N,Tiger shark
5578,2012.11.04.a,2012,USA,Surfing,M,43,N,Tiger shark
5577,2012.10.30,2012,USA,Surfing,M,25,N,White shark
5576,2012.10.27,2012,USA,Swimming,F,51,N,Tiger shark
5575,2012.10.23,2012,USA,Surfing,M,39,Y,White shark
5574,2012.10.19,2012,USA,Other,F,35,N,Unknown/Other
5573,2012.10.18.b,2012,USA,Surfing,M,24,N,Unknown/Other
5572,2012.10.18.a,2012,USA,Surfing,M,55,N,Unknown/Other
5570,2012.10.11.R,2012,NIGERIA,Swimming,F,38,N,Unknown/Other
5569,2012.10.07,2012,USA,Surfing,M,42,N,Unknown/Other
5568,2012.10.02,2012,AUSTRALIA,Surfing,M,11,N,Unknown/Other
5567,2012.09.25,2012,USA,Surfing,M,21,N,Unknown/Other
5566,2012.09.24,2012,USA,Surfing,M,22,N,Unknown/Other
5565,2012.09.16,2012,USA,Surfing,M,52,N,Unknown/Other
5564,2012.09.10,2012,TONGA,Swimming,F,29,N,Bull shark
5563,2012.09.09,2012,USA,Surfing,Unknown,19,N,Unknown/Other
5562,2012.09.08.b,2012,USA,Surfing,M,25,N,Unknown/Other
5561,2012.09.08.a,2012,USA,Swimming,M,0,N,Unknown/Other
5560,2012.09.06.b,2012,USA,Surfing,M,30,N,Unknown/Other
5559,2012.09.06.a,2012,USA,Surfing,M,37,N,Unknown/Other
5558,2012.09.04,2012,USA,Surfing,M,32,N,Unknown/Other
5557,2012.09.02.b,2012,USA,Surfing,F,8,N,Unknown/Other
5555,2012.09.02.a,2012,USA,Swimming,F,56,N,Unknown/Other
5554,2012.08.31,2012,SCOTLAND,Fishing,M,53,N,Unknown/Other
5553,2012.08.28,2012,AUSTRALIA,Surfing,M,34,N,Unknown/Other
5552,2012.08.26,2012,BRAZIL,Swimming,M,18,Y,Unknown/Other
5551,2012.08.15,2012,USA,Swimming,M,31,N,Unknown/Other
5550,2012.08.11,2012,AUSTRALIA,Fishing,Unknown,0,N,Unknown/Other
5549,2012.08.09,2012,USA,Diving,M,56,N,Lemon shark
5548,2012.08.05,2012,REUNION,Surfing,M,39,N,Bull shark
5547,2012.08.04,2012,FRENCH POLYNESIA,Fishing,M,0,N,Lemon shark
5546,2012.07.31.b,2012,USA,Surfing,M,17,N,Unknown/Other
5545,2012.07.31.a,2012,AUSTRALIA,Surfing,M,48,N,White shark
5544,2012.07.30.b,2012,USA,Surfing,M,44,N,Unknown/Other
5543,2012.07.30.a,2012,USA,Surfing,M,50,N,White shark
5541,2012.07.23,2012,REUNION,Surfing,M,22,Y,Unknown/Other
5540,2012.07.21,2012,TRINIDAD & TOBAGO,Swimming,M,24,UNKNOWN,Unknown/Other
5539,2012.07.19,2012,CANADA,Surfing,F,23,UNKNOWN,Unknown/Other
5538,2012.07.14,2012,AUSTRALIA,Surfing,M,24,Y,White shark
5537,2012.07.08,2012,USA,Swimming,F,43,N,Unknown/Other
5536,2012.07.07.c,2012,BAHAMAS,Fishing,M,0,N,Unknown/Other
5535,2012.07.07.b,2012,AUSTRALIA,Diving,F,42,UNKNOWN,Unknown/Other
5534,2012.07.07.a,2012,USA,Kayaking,M,52,N,Unknown/Other
5533,2012.07.06,2012,SOUTH AFRICA,Surfing,M,29,N,Unknown/Other
5531,2012.06.26.c,2012,USA,Swimming,M,6,N,Bull shark
5530,2012.06.26.b,2012,USA,Surfing,M,26,N,Unknown/Other
5529,2012.06.26.a,2012,USA,Other,F,16,N,Reef shark
5528,2012.06.22.b,2012,AUSTRALIA,Surfing,M,0,N,Unknown/Other
5527,2012.06.22.a,2012,USA,Swimming,M,12,N,Unknown/Other
